Year,Zip_Code,Number_of_Asthma_ED_Visits,Age_Adjusted_Rate_of_Asthma_ED_V,Age_Group,county
2017,95843,187,52.2,18+,Sacramento
2017,95864,64,43.1,18+,Sacramento
2017,95901,148,63.1,18+,Yuba
2017,95917,13,56.5,18+,Butte
2017,95926,133,43.8,18+,Butte
2017,95928,134,44.0,18+,Butte
2017,95932,12,25.6,18+,Colusa
2017,95945,81,48.9,18+,Nevada
2017,95946,23,36.2,18+,Nevada
2017,95948,38,48.8,18+,Butte
2017,95949,49,41.8,18+,Nevada
2017,95953,25,33.8,18+,Sutter
2017,95954,38,50.0,18+,Butte
2017,95959,31,26.1,18+,Nevada
2017,95961,70,36.1,18+,Yuba
2017,95963,49,43.7,18+,Glenn
2017,95965,65,43.3,18+,Butte
2017,95966,93,48.7,18+,Butte
2017,95969,97,55.7,18+,Butte
2017,95971,13,32.2,18+,Plumas
2017,95973,72,27.9,18+,Butte
2017,95988,38,58.9,18+,Glenn
2017,95991,111,36.8,18+,Sutter
2017,95993,38,13.9,18+,Sutter
2017,96001,101,41.7,18+,Shasta
2017,96002,122,52.7,18+,Shasta
2017,96003,89,26.2,18+,Shasta
2017,96007,52,30.7,18+,Shasta
2017,96019,36,50.4,18+,Shasta
2017,96021,67,58.0,18+,Tehama
2017,96022,44,42.9,18+,Shasta
2017,96035,12,41.3,18+,Tehama
2017,96055,15,69.5,18+,Tehama
2017,96064,13,45.4,18+,Siskiyou
2017,96067,24,52.0,18+,Siskiyou
2017,96080,110,53.6,18+,Tehama
2017,96093,26,108.1,18+,Trinity
2017,96094,12,30.2,18+,Siskiyou
2017,96097,36,49.4,18+,Siskiyou
2017,96101,43,146.6,18+,Modoc
2017,96122,23,101.0,18+,Plumas
2017,96130,71,34.4,18+,Lassen
2017,96137,12,71.9,18+,Lassen
2017,96150,73,28.6,18+,El Dorado
2017,96161,22,15.2,18+,Nevada
2018,90001,215,54.4,18+,Los Angeles
2018,90002,232,65.7,18+,Los Angeles
2018,90003,393,81.5,18+,Los Angeles
2018,90004,162,30.4,18+,Los Angeles
2018,90005,54,14.5,18+,Los Angeles
2018,90006,130,28.1,18+,Los Angeles
2018,90007,94,33.2,18+,Los Angeles
2018,90008,209,85.5,18+,Los Angeles
2018,90011,290,41.1,18+,Los Angeles
2018,90012,73,21.6,18+,Los Angeles
2018,90013,106,70.0,18+,Los Angeles
2018,90014,30,34.6,18+,Los Angeles
2018,90015,52,24.0,18+,Los Angeles
2018,90016,226,59.4,18+,Los Angeles
2018,90017,67,30.7,18+,Los Angeles
2018,90018,232,58.8,18+,Los Angeles
2018,90019,247,47.5,18+,Los Angeles
2018,90020,92,27.4,18+,Los Angeles
2018,90021,16,47.4,18+,Los Angeles
2018,90022,188,39.0,18+,Los Angeles
2018,90023,159,46.1,18+,Los Angeles
2018,90024,47,14.3,18+,Los Angeles
2018,90025,55,15.0,18+,Los Angeles
2018,90026,151,25.2,18+,Los Angeles
2018,90027,131,33.2,18+,Los Angeles
2018,90028,114,39.5,18+,Los Angeles
2018,90029,123,39.6,18+,Los Angeles
2018,90031,85,26.5,18+,Los Angeles
2018,90032,147,41.6,18+,Los Angeles
2018,90033,201,56.4,18+,Los Angeles
2018,90034,113,24.5,18+,Los Angeles
2018,90035,57,23.4,18+,Los Angeles
2018,90036,53,17.8,18+,Los Angeles
2018,90037,307,68.5,18+,Los Angeles
2018,90038,72,27.0,18+,Los Angeles
2018,90039,58,23.8,18+,Los Angeles
2018,90040,34,38.3,18+,Los Angeles
2018,90041,73,29.5,18+,Los Angeles
2018,90042,149,30.1,18+,Los Angeles
2018,90043,270,76.2,18+,Los Angeles
2018,90044,534,79.4,18+,Los Angeles
2018,90045,40,11.1,18+,Los Angeles
2018,90046,83,18.6,18+,Los Angeles
2018,90047,321,84.8,18+,Los Angeles
2018,90048,39,21.4,18+,Los Angeles
2018,90049,27,9.0,18+,Los Angeles
2018,90056,31,63.0,18+,Los Angeles
2018,90057,166,48.8,18+,Los Angeles
2018,90058,28,125.3,18+,Los Angeles
2018,90059,289,95.1,18+,Los Angeles
2018,90061,220,105.7,18+,Los Angeles
2018,90062,123,48.6,18+,Los Angeles
2018,90063,155,38.7,18+,Los Angeles
2018,90064,49,23.8,18+,Los Angeles
2018,90065,134,37.1,18+,Los Angeles
2018,90066,71,15.7,18+,Los Angeles
2018,90068,29,14.0,18+,Los Angeles
2018,90069,24,18.5,18+,Los Angeles
2018,90201,234,32.9,18+,Los Angeles
2018,90210,16,8.4,18+,Los Angeles
2018,90211,19,23.6,18+,Los Angeles
2018,90212,40,40.5,18+,Los Angeles
2018,90220,269,75.1,18+,Los Angeles
2018,90221,230,58.5,18+,Los Angeles
2018,90222,199,81.8,18+,Los Angeles
2018,90230,59,22.9,18+,Los Angeles
2018,90232,46,33.1,18+,Los Angeles
2018,90240,82,40.6,18+,Los Angeles
2018,90241,104,31.2,18+,Los Angeles
2018,90242,102,31.4,18+,Los Angeles
2018,90245,14,10.1,18+,Los Angeles
2018,90247,243,69.0,18+,Los Angeles
2018,90248,36,42.3,18+,Los Angeles
2018,90249,102,48.5,18+,Los Angeles
2018,90250,307,41.7,18+,Los Angeles
2018,90255,245,48.8,18+,Los Angeles
2018,90260,94,35.1,18+,Los Angeles
2018,90262,233,47.4,18+,Los Angeles
2018,90266,20,7.5,18+,Los Angeles
2018,90270,55,27.0,18+,Los Angeles
2018,90274,26,13.1,18+,Los Angeles
2018,90275,40,12.7,18+,Los Angeles
2018,90277,42,14.7,18+,Los Angeles
2018,90278,61,18.1,18+,Los Angeles
2018,90280,195,29.2,18+,Los Angeles
2018,90291,69,29.9,18+,Los Angeles
2018,90292,33,14.1,18+,Los Angeles
2018,90301,159,54.6,18+,Los Angeles
2018,90302,141,59.4,18+,Los Angeles
2018,90303,116,63.3,18+,Los Angeles
2018,90304,71,32.8,18+,Los Angeles
2018,90305,79,77.2,18+,Los Angeles
2018,90401,36,51.6,18+,Los Angeles
2018,90402,15,15.3,18+,Los Angeles
2018,90403,52,23.6,18+,Los Angeles
2018,90404,115,61.8,18+,Los Angeles
2018,90405,59,27.6,18+,Los Angeles
2018,90501,105,29.8,18+,Los Angeles
2018,90502,33,20.7,18+,Los Angeles
2018,90503,58,16.2,18+,Los Angeles
2018,90504,54,21.1,18+,Los Angeles
2018,90505,51,18.9,18+,Los Angeles
2018,90601,73,30.9,18+,Los Angeles
2018,90602,94,46.3,18+,Los Angeles
2018,90603,40,26.2,18+,Los Angeles
2018,90604,123,37.8,18+,Los Angeles
2018,90605,107,34.5,18+,Los Angeles
2018,90606,86,32.6,18+,Los Angeles
2018,90620,85,23.3,18+,Orange
2018,90621,74,26.4,18+,Orange
2018,90623,29,23.5,18+,Orange
2018,90630,80,20.8,18+,Orange
2018,90631,101,18.5,18+,Orange
2018,90638,82,20.2,18+,Los Angeles
2018,90640,197,41.1,18+,Los Angeles
2018,90650,288,34.5,18+,Los Angeles
2018,90660,150,30.7,18+,Los Angeles
2018,90670,54,42.3,18+,Los Angeles
2018,90680,89,38.8,18+,Orange
2018,90701,35,24.7,18+,Los Angeles
2018,90703,93,22.4,18+,Los Angeles
2018,90704,20,69.8,18+,Los Angeles
2018,90706,235,38.4,18+,Los Angeles
2018,90710,70,34.7,18+,Los Angeles
2018,90712,76,32.6,18+,Los Angeles
2018,90713,34,16.5,18+,Los Angeles
2018,90715,59,36.1,18+,Los Angeles
2018,90716,41,38.6,18+,Los Angeles
2018,90717,53,30.3,18+,Los Angeles
2018,90720,26,15.6,18+,Orange
2018,90723,127,34.5,18+,Los Angeles
2018,90731,307,62.4,18+,Los Angeles
2018,90732,28,18.2,18+,Los Angeles
2018,90740,48,32.8,18+,Orange
2018,90744,170,43.9,18+,Los Angeles
2018,90745,206,45.4,18+,Los Angeles
2018,90746,156,82.0,18+,Los Angeles
2018,90755,24,26.0,18+,Los Angeles
2018,90802,110,32.4,18+,Los Angeles
2018,90803,36,11.3,18+,Los Angeles
2018,90804,150,49.1,18+,Los Angeles
2018,90805,349,49.6,18+,Los Angeles
2018,90806,198,59.2,18+,Los Angeles
2018,90807,82,32.8,18+,Los Angeles
2018,90808,42,14.6,18+,Los Angeles
2018,90810,110,39.3,18+,Los Angeles
2018,90813,315,72.4,18+,Los Angeles
2018,90814,23,13.6,18+,Los Angeles
2018,90815,47,13.5,18+,Los Angeles
2018,91001,69,28.0,18+,Los Angeles
2018,91006,29,11.6,18+,Los Angeles
2018,91007,35,16.1,18+,Los Angeles
2018,91010,60,29.5,18+,Los Angeles
2018,91011,15,12.4,18+,Los Angeles
2018,91016,77,23.7,18+,Los Angeles
2018,91030,28,13.4,18+,Los Angeles
2018,91040,61,34.5,18+,Los Angeles
2018,91042,44,19.0,18+,Los Angeles
2018,91101,30,16.9,18+,Los Angeles
2018,91103,78,33.9,18+,Los Angeles
2018,91104,59,21.6,18+,Los Angeles
2018,91105,18,14.5,18+,Los Angeles
2018,91106,21,9.2,18+,Los Angeles
2018,91107,39,15.8,18+,Los Angeles
2018,91201,26,13.8,18+,Los Angeles
2018,91202,31,18.5,18+,Los Angeles
2018,91203,36,23.2,18+,Los Angeles
2018,91204,55,36.2,18+,Los Angeles
2018,91205,91,28.4,18+,Los Angeles
2018,91206,81,28.7,18+,Los Angeles
2018,91208,52,43.7,18+,Los Angeles
2018,91214,43,19.3,18+,Los Angeles
2018,91301,22,10.3,18+,Los Angeles
2018,91302,38,19.4,18+,Los Angeles
2018,91303,149,69.1,18+,Los Angeles
2018,91304,155,41.0,18+,Los Angeles
2018,91306,133,36.2,18+,Los Angeles
2018,91307,55,28.0,18+,Los Angeles
2018,91311,117,38.8,18+,Los Angeles
2018,91316,106,50.8,18+,Los Angeles
2018,91320,58,19.0,18+,Ventura
2018,91321,62,21.1,18+,Los Angeles
2018,91324,85,34.6,18+,Los Angeles
2018,91325,115,39.6,18+,Los Angeles
2018,91326,56,20.6,18+,Los Angeles
2018,91331,396,52.3,18+,Los Angeles
2018,91335,302,49.0,18+,Los Angeles
2018,91340,134,48.6,18+,Los Angeles
2018,91342,284,39.4,18+,Los Angeles
2018,91343,285,58.6,18+,Los Angeles
2018,91344,109,25.5,18+,Los Angeles
2018,91345,63,41.5,18+,Los Angeles
2018,91350,49,16.2,18+,Los Angeles
2018,91351,87,35.5,18+,Los Angeles
2018,91352,142,36.7,18+,Los Angeles
2018,91354,26,12.3,18+,Los Angeles
2018,91355,49,17.8,18+,Los Angeles
2018,91356,87,38.9,18+,Los Angeles
2018,91360,65,20.2,18+,Ventura
2018,91361,18,9.1,18+,Ventura
2018,91362,42,14.9,18+,Ventura
2018,91364,46,21.5,18+,Los Angeles
2018,91367,92,25.6,18+,Los Angeles
2018,91381,24,19.0,18+,Los Angeles
2018,91384,45,19.5,18+,Los Angeles
2018,91387,84,25.8,18+,Los Angeles
2018,91390,32,20.2,18+,Los Angeles
2018,91401,133,39.5,18+,Los Angeles
2018,91402,296,57.0,18+,Los Angeles
2018,91403,62,32.5,18+,Los Angeles
2018,91405,296,78.6,18+,Los Angeles
2018,91406,223,53.3,18+,Los Angeles
2018,91411,76,38.7,18+,Los Angeles
2018,91423,51,22.7,18+,Los Angeles
2018,91436,21,17.3,18+,Los Angeles
2018,91501,38,20.1,18+,Los Angeles
2018,91502,18,18.3,18+,Los Angeles
2018,91504,40,18.9,18+,Los Angeles
2018,91505,68,26.5,18+,Los Angeles
2018,91506,29,18.5,18+,Los Angeles
2018,91601,148,44.0,18+,Los Angeles
2018,91602,21,15.1,18+,Los Angeles
2018,91604,40,17.3,18+,Los Angeles
2018,91605,223,50.0,18+,Los Angeles
2018,91606,156,44.6,18+,Los Angeles
2018,91607,45,17.8,18+,Los Angeles
2018,91701,59,18.0,18+,San Bernardino
2018,91702,238,52.1,18+,Los Angeles
2018,91706,264,47.2,18+,Los Angeles
2018,91708,12,17.2,18+,San Bernardino
2018,91709,89,15.6,18+,San Bernardino
2018,91710,157,24.4,18+,San Bernardino
2018,91711,55,22.5,18+,Los Angeles
2018,91722,161,58.5,18+,Los Angeles
2018,91723,96,59.7,18+,Los Angeles
2018,91724,69,33.8,18+,Los Angeles
2018,91730,169,31.0,18+,San Bernardino
2018,91731,68,29.1,18+,Los Angeles
2018,91732,183,40.3,18+,Los Angeles
2018,91733,114,35.3,18+,Los Angeles
2018,91737,32,17.7,18+,San Bernardino
2018,91739,68,23.5,18+,San Bernardino
2018,91740,65,31.8,18+,Los Angeles
2018,91741,51,23.7,18+,Los Angeles
2018,91744,294,47.8,18+,Los Angeles
2018,91745,99,22.4,18+,Los Angeles
2018,91746,73,30.0,18+,Los Angeles
2018,91748,75,21.1,18+,Los Angeles
2018,91750,58,21.0,18+,Los Angeles
2018,91752,63,22.9,18+,Riverside
2018,91754,62,23.4,18+,Los Angeles
2018,91755,43,16.7,18+,Los Angeles
2018,91761,140,28.9,18+,San Bernardino
2018,91762,160,37.8,18+,San Bernardino
2018,91763,132,43.6,18+,San Bernardino
2018,91764,196,46.0,18+,San Bernardino
2018,91765,55,15.7,18+,Los Angeles
2018,91766,250,44.2,18+,Los Angeles
2018,91767,221,59.5,18+,Los Angeles
2018,91768,138,56.8,18+,Los Angeles
2018,91770,134,26.8,18+,Los Angeles
2018,91773,90,31.5,18+,Los Angeles
2018,91775,20,11.4,18+,Los Angeles
2018,91776,81,23.2,18+,Los Angeles
2018,91780,47,16.6,18+,Los Angeles
2018,91784,28,14.8,18+,San Bernardino
2018,91786,176,40.7,18+,San Bernardino
2018,91789,57,17.8,18+,Los Angeles
2018,91790,143,38.1,18+,Los Angeles
2018,91791,80,30.2,18+,Los Angeles
2018,91792,90,40.1,18+,Los Angeles
2018,91801,103,22.6,18+,Los Angeles
2018,91803,84,34.5,18+,Los Angeles
2018,91901,14,11.7,18+,San Diego
2018,91902,23,17.7,18+,San Diego
2018,91910,212,34.9,18+,San Diego
2018,91911,229,35.0,18+,San Diego
2018,91913,66,19.0,18+,San Diego
2018,91914,12,10.7,18+,San Diego
2018,91915,19,9.3,18+,San Diego
2018,91932,76,35.3,18+,San Diego
2018,91935,12,15.3,18+,San Diego
2018,91941,54,23.7,18+,San Diego
2018,91942,88,27.4,18+,San Diego
2018,91945,73,37.2,18+,San Diego
2018,91950,234,54.1,18+,San Diego
2018,91977,203,44.3,18+,San Diego
2018,91978,17,22.9,18+,San Diego
2018,92008,30,11.6,18+,San Diego
2018,92009,22,6.3,18+,San Diego
2018,92010,15,15.1,18+,San Diego
2018,92011,13,7.9,18+,San Diego
2018,92014,12,12.3,18+,San Diego
2018,92019,54,15.1,18+,San Diego
2018,92020,168,36.2,18+,San Diego
2018,92021,188,36.1,18+,San Diego
2018,92024,51,12.9,18+,San Diego
2018,92025,86,23.0,18+,San Diego
2018,92026,73,17.8,18+,San Diego
2018,92027,86,19.9,18+,San Diego
2018,92028,66,19.9,18+,San Diego
2018,92029,20,12.8,18+,San Diego
2018,92037,25,6.1,18+,San Diego
2018,92040,72,23.1,18+,San Diego
2018,92054,69,17.6,18+,San Diego
2018,92056,67,15.8,18+,San Diego
2018,92057,73,16.9,18+,San Diego
2018,92058,58,26.4,18+,San Diego
2018,92064,53,14.6,18+,San Diego
2018,92065,57,20.6,18+,San Diego
2018,92069,63,15.7,18+,San Diego
2018,92071,93,21.4,18+,San Diego
2018,92078,42,12.2,18+,San Diego
2018,92081,37,17.0,18+,San Diego
2018,92082,19,12.9,18+,San Diego
2018,92083,76,24.1,18+,San Diego
2018,92084,61,15.9,18+,San Diego
2018,92101,167,42.6,18+,San Diego
2018,92102,128,37.5,18+,San Diego
2018,92103,72,25.9,18+,San Diego
2018,92104,85,21.2,18+,San Diego
2018,92105,206,39.4,18+,San Diego
2018,92106,13,7.4,18+,San Diego
2018,92107,42,18.6,18+,San Diego
2018,92108,36,22.4,18+,San Diego
2018,92109,48,12.5,18+,San Diego
2018,92110,40,18.6,18+,San Diego
2018,92111,90,22.9,18+,San Diego
2018,92113,220,60.2,18+,San Diego
2018,92114,268,54.3,18+,San Diego
2018,92115,122,26.3,18+,San Diego
2018,92116,56,19.4,18+,San Diego
2018,92117,69,17.6,18+,San Diego
2018,92118,20,9.5,18+,San Diego
2018,92119,34,20.2,18+,San Diego
2018,92120,72,31.8,18+,San Diego
2018,92122,44,9.9,18+,San Diego
2018,92123,54,24.3,18+,San Diego
2018,92124,42,20.6,18+,San Diego
2018,92126,100,17.6,18+,San Diego
2018,92127,35,10.1,18+,San Diego
2018,92128,54,11.9,18+,San Diego
2018,92129,53,12.9,18+,San Diego
2018,92130,28,7.4,18+,San Diego
2018,92131,17,7.2,18+,San Diego
2018,92139,89,32.8,18+,San Diego
2018,92154,150,22.8,18+,San Diego
2018,92173,63,29.6,18+,San Diego
2018,92201,171,36.5,18+,Riverside
2018,92203,35,15.3,18+,Riverside
2018,92211,28,22.6,18+,Riverside
2018,92220,133,62.5,18+,Riverside
2018,92223,115,30.0,18+,Riverside
2018,92225,69,37.2,18+,Riverside
2018,92227,133,73.1,18+,Imperial
2018,92230,26,118.3,18+,Riverside
2018,92231,61,20.3,18+,Imperial
2018,92233,14,22.3,18+,Imperial
2018,92234,97,25.7,18+,Riverside
2018,92236,116,38.6,18+,Riverside
2018,92240,122,46.3,18+,Riverside
2018,92241,17,26.9,18+,Riverside
2018,92243,190,48.7,18+,Imperial
2018,92249,15,28.7,18+,Imperial
2018,92250,25,41.1,18+,Imperial
2018,92251,74,50.5,18+,Imperial
2018,92252,46,77.7,18+,San Bernardino
2018,92253,42,18.5,18+,Riverside
2018,92254,12,12.1,18+,Riverside
2018,92257,12,73.1,18+,Imperial
2018,92260,32,17.6,18+,Riverside
2018,92262,55,25.2,18+,Riverside
2018,92264,30,33.9,18+,Riverside
2018,92270,13,8.8,18+,Riverside
2018,92274,34,15.2,18+,Riverside
2018,92276,18,35.1,18+,Riverside
2018,92277,59,30.1,18+,San Bernardino
2018,92284,97,52.7,18+,San Bernardino
2018,92301,183,76.0,18+,San Bernardino
2018,92307,186,67.2,18+,San Bernardino
2018,92308,131,46.3,18+,San Bernardino
2018,92311,254,109.4,18+,San Bernardino
2018,92313,32,35.0,18+,San Bernardino
2018,92314,39,45.2,18+,San Bernardino
2018,92315,32,79.8,18+,San Bernardino
2018,92316,85,36.9,18+,San Bernardino
2018,92320,20,32.1,18+,Riverside
2018,92324,194,45.2,18+,San Bernardino
2018,92325,36,62.8,18+,San Bernardino
2018,92335,264,35.5,18+,San Bernardino
2018,92336,172,23.1,18+,San Bernardino
2018,92337,49,17.2,18+,San Bernardino
2018,92344,43,27.4,18+,San Bernardino
2018,92345,227,38.6,18+,San Bernardino
2018,92346,160,38.1,18+,San Bernardino
2018,92352,14,29.7,18+,San Bernardino
2018,92354,27,13.1,18+,San Bernardino
2018,92356,13,26.7,18+,San Bernardino
2018,92359,13,20.8,18+,San Bernardino
2018,92363,28,79.4,18+,San Bernardino
2018,92371,31,22.0,18+,San Bernardino
2018,92373,34,13.2,18+,San Bernardino
2018,92374,89,28.9,18+,San Bernardino
2018,92376,293,51.4,18+,San Bernardino
2018,92377,36,23.2,18+,San Bernardino
2018,92382,16,42.2,18+,San Bernardino
2018,92392,230,56.1,18+,San Bernardino
2018,92394,149,53.5,18+,San Bernardino
2018,92395,238,75.6,18+,San Bernardino
2018,92399,89,21.2,18+,San Bernardino
2018,92404,379,85.6,18+,San Bernardino
2018,92405,197,95.0,18+,San Bernardino
2018,92407,230,50.4,18+,San Bernardino
2018,92408,38,35.0,18+,San Bernardino
2018,92410,287,84.6,18+,San Bernardino
2018,92411,157,89.3,18+,San Bernardino
2018,92501,112,69.4,18+,Riverside
2018,92503,259,37.5,18+,Riverside
2018,92504,138,31.3,18+,Riverside
2018,92505,121,31.0,18+,Riverside
2018,92506,108,29.6,18+,Riverside
2018,92507,154,38.4,18+,Riverside
2018,92508,58,22.3,18+,Riverside
2018,92509,222,38.2,18+,Riverside
2018,92530,167,39.2,18+,Riverside
2018,92532,53,28.8,18+,Riverside
2018,92539,13,45.0,18+,Riverside
2018,92543,169,72.7,18+,Riverside
2018,92544,136,38.2,18+,Riverside
2018,92545,139,47.4,18+,Riverside
2018,92548,17,29.9,18+,Riverside
2018,92551,119,49.6,18+,Riverside
2018,92553,292,56.6,18+,Riverside
2018,92555,133,42.4,18+,Riverside
2018,92557,126,32.5,18+,Riverside
2018,92562,117,24.7,18+,Riverside
2018,92563,136,27.3,18+,Riverside
2018,92570,193,45.6,18+,Riverside
2018,92571,153,37.5,18+,Riverside
2018,92582,58,45.9,18+,Riverside
2018,92583,112,48.7,18+,Riverside
2018,92584,90,24.9,18+,Riverside
2018,92585,57,34.9,18+,Riverside
2018,92586,71,67.0,18+,Riverside
2018,92587,31,24.7,18+,Riverside
2018,92591,54,15.7,18+,Riverside
2018,92592,108,19.4,18+,Riverside
2018,92595,85,32.0,18+,Riverside
2018,92596,40,19.2,18+,Riverside
2018,92602,18,11.3,18+,Orange
2018,92603,16,9.5,18+,Orange
2018,92604,40,17.3,18+,Orange
2018,92606,30,16.9,18+,Orange
2018,92612,23,8.0,18+,Orange
2018,92614,32,13.8,18+,Orange
2018,92618,47,16.1,18+,Orange
2018,92620,35,8.7,18+,Orange
2018,92624,12,19.6,18+,Orange
2018,92626,79,18.6,18+,Orange
2018,92627,149,28.3,18+,Orange
2018,92629,29,13.1,18+,Orange
2018,92630,71,13.4,18+,Orange
2018,92637,50,108.0,18+,Orange
2018,92646,100,23.7,18+,Orange
2018,92647,108,22.2,18+,Orange
2018,92648,57,15.7,18+,Orange
2018,92649,41,13.1,18+,Orange
2018,92651,31,16.9,18+,Orange
2018,92653,36,15.9,18+,Orange
2018,92655,20,34.1,18+,Orange
2018,92656,47,12.0,18+,Orange
2018,92660,27,8.6,18+,Orange
2018,92663,35,18.2,18+,Orange
2018,92672,31,9.1,18+,Orange
2018,92673,25,12.7,18+,Orange
2018,92675,36,13.7,18+,Orange
2018,92677,69,13.9,18+,Orange
2018,92679,14,4.4,18+,Orange
2018,92683,154,20.5,18+,Orange
2018,92688,31,9.0,18+,Orange
2018,92691,59,14.1,18+,Orange
2018,92692,57,15.8,18+,Orange
2018,92694,19,13.2,18+,Orange
2018,92701,135,36.2,18+,Orange
2018,92703,136,26.4,18+,Orange
2018,92704,147,22.2,18+,Orange
2018,92705,60,18.5,18+,Orange
2018,92706,81,30.9,18+,Orange
2018,92707,110,22.6,18+,Orange
2018,92708,69,15.4,18+,Orange
2018,92780,94,21.2,18+,Orange
2018,92782,28,14.1,18+,Orange
2018,92801,147,31.0,18+,Orange
2018,92802,122,36.2,18+,Orange
2018,92804,245,35.4,18+,Orange
2018,92805,193,34.8,18+,Orange
2018,92806,92,29.0,18+,Orange
2018,92807,59,23.2,18+,Orange
2018,92821,46,14.1,18+,Orange
2018,92831,98,30.4,18+,Orange
2018,92832,61,28.6,18+,Orange
2018,92833,73,16.7,18+,Orange
2018,92835,38,23.2,18+,Orange
2018,92840,85,19.4,18+,Orange
2018,92841,42,16.3,18+,Orange
2018,92843,125,34.4,18+,Orange
2018,92844,41,22.1,18+,Orange
2018,92845,15,11.2,18+,Orange
2018,92860,43,21.3,18+,Riverside
2018,92865,48,30.6,18+,Orange
2018,92866,30,24.4,18+,Orange
2018,92867,55,15.8,18+,Orange
2018,92868,41,19.7,18+,Orange
2018,92869,51,16.3,18+,Orange
2018,92870,96,22.9,18+,Orange
2018,92879,91,25.5,18+,Riverside
2018,92880,97,17.4,18+,Riverside
2018,92881,29,12.6,18+,Riverside
2018,92882,134,26.1,18+,Riverside
2018,92883,47,19.7,18+,Riverside
2018,92886,53,14.3,18+,Orange
2018,92887,13,9.6,18+,Orange
2018,93001,77,29.2,18+,Ventura
2018,93003,103,27.4,18+,Ventura
2018,93004,44,20.0,18+,Ventura
2018,93010,50,14.5,18+,Ventura
2018,93012,45,15.0,18+,Ventura
2018,93013,16,11.8,18+,Santa Barbara
2018,93015,22,16.5,18+,Ventura
2018,93021,48,18.3,18+,Ventura
2018,93022,20,65.6,18+,Ventura
2018,93023,30,18.2,18+,Ventura
2018,93030,169,39.3,18+,Ventura
2018,93033,121,20.6,18+,Ventura
2018,93035,46,20.7,18+,Ventura
2018,93036,86,24.7,18+,Ventura
2018,93041,38,23.7,18+,Ventura
2018,93060,70,28.6,18+,Ventura
2018,93063,144,33.4,18+,Ventura
2018,93065,161,29.2,18+,Ventura
2018,93101,69,26.6,18+,Santa Barbara
2018,93103,45,30.6,18+,Santa Barbara
2018,93105,29,14.5,18+,Santa Barbara
2018,93109,16,14.3,18+,Santa Barbara
2018,93110,17,12.4,18+,Santa Barbara
2018,93111,38,29.1,18+,Santa Barbara
2018,93117,56,14.0,18+,Santa Barbara
2018,93202,18,81.0,18+,Kings
2018,93203,36,24.8,18+,Kern
2018,93204,19,15.3,18+,Kings
2018,93205,13,110.4,18+,Kern
2018,93210,30,20.8,18+,Fresno
2018,93212,27,14.2,18+,Kings
2018,93215,115,31.0,18+,Kern
2018,93219,32,45.5,18+,Tulare
2018,93221,26,24.1,18+,Tulare
2018,93223,41,45.0,18+,Tulare
2018,93230,284,58.4,18+,Kings
2018,93240,29,86.6,18+,Kern
2018,93241,40,34.8,18+,Kern
2018,93245,106,38.1,18+,Kings
2018,93247,34,27.1,18+,Tulare
2018,93250,26,27.2,18+,Kern
2018,93257,147,27.6,18+,Tulare
2018,93263,24,15.4,18+,Kern
2018,93268,13,10.1,18+,Kern
2018,93274,111,20.9,18+,Tulare
2018,93277,73,20.0,18+,Tulare
2018,93280,33,15.1,18+,Kern
2018,93286,12,16.5,18+,Tulare
2018,93291,103,23.8,18+,Tulare
2018,93292,65,22.2,18+,Tulare
2018,93301,124,133.3,18+,Kern
2018,93304,230,64.1,18+,Kern
2018,93305,235,91.8,18+,Kern
2018,93306,191,39.6,18+,Kern
2018,93307,303,49.7,18+,Kern
2018,93308,196,48.6,18+,Kern
2018,93309,131,29.8,18+,Kern
2018,93311,45,12.7,18+,Kern
2018,93312,68,15.6,18+,Kern
2018,93313,108,28.6,18+,Kern
2018,93314,19,8.8,18+,Kern
2018,93401,43,19.1,18+,San Luis Obispo
2018,93402,43,46.2,18+,San Luis Obispo
2018,93405,26,8.9,18+,San Luis Obispo
2018,93420,55,26.1,18+,San Luis Obispo
2018,93422,45,18.1,18+,San Luis Obispo
2018,93433,23,20.5,18+,San Luis Obispo
2018,93434,14,27.4,18+,Santa Barbara
2018,93436,129,29.9,18+,Santa Barbara
2018,93442,22,23.3,18+,San Luis Obispo
2018,93444,35,25.6,18+,San Luis Obispo
2018,93445,20,37.8,18+,San Luis Obispo
2018,93446,80,23.4,18+,San Luis Obispo
2018,93453,14,67.3,18+,San Luis Obispo
2018,93454,97,35.2,18+,Santa Barbara
2018,93455,81,26.7,18+,Santa Barbara
2018,93458,110,26.0,18+,Santa Barbara
2018,93465,18,25.9,18+,San Luis Obispo
2018,93501,29,70.2,18+,Kern
2018,93505,49,45.0,18+,Kern
2018,93510,19,35.6,18+,Los Angeles
2018,93514,31,30.3,18+,Inyo
2018,93534,348,115.5,18+,Los Angeles
2018,93535,468,87.9,18+,Los Angeles
2018,93536,179,30.2,18+,Los Angeles
2018,93543,46,51.4,18+,Los Angeles
2018,93546,42,42.9,18+,Mono
2018,93550,376,69.0,18+,Los Angeles
2018,93551,128,32.3,18+,Los Angeles
2018,93552,136,48.2,18+,Los Angeles
2018,93555,108,47.2,18+,Kern
2018,93560,50,32.5,18+,Kern
2018,93561,69,27.1,18+,Kern
2018,93591,30,49.1,18+,Los Angeles
2018,93609,17,40.7,18+,Fresno
2018,93610,28,15.9,18+,Madera
2018,93611,55,16.5,18+,Fresno
2018,93612,146,55.9,18+,Fresno
2018,93614,15,18.5,18+,Madera
2018,93616,19,108.2,18+,Fresno
